         1970505 function calls (1955392 primitive calls) in 100.404 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:394(zeta)
       27    0.000    0.000    0.000    0.000 pretty_symbology.py:122(<genexpr>)
        6    0.000    0.000    0.004    0.001 torch_version.py:54(<lambda>)
        1    0.000    0.000    0.000    0.000 codata.py:5(<module>)
        1    0.000    0.000    0.000    0.000 gmpyrationalfield.py:12(GMPYRationalField)
        1    0.000    0.000    0.000    0.000 calculus.py:5(MatrixCalculusMethods)
        4    0.000    0.000    0.000    0.000 libmpf.py:574(mpf_cmp)
        1    0.000    0.000    0.000    0.000 country211.py:8(Country211)
        1    0.000    0.000    0.029    0.029 request.py:945(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 sets.py:1461(Intersection)
       10    0.000    0.000    0.000    0.000 _meta_registrations.py:16(register_meta)
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:96(QuantizableMobileNetV3)
        1    0.000    0.000    0.000    0.000 resnet.py:261(ResNeXt101_64X4D_QuantizedWeights)
        1    0.000    0.000    0.000    0.000 ckdtree.py:5(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:48(erf)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 error_functions.py:656(erf2)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:15(Ynm)
       45    0.000    0.000    0.000    0.000 ctx_iv.py:394(<lambda>)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:1592(__init__)
        1    0.000    0.000    0.000    0.000 repmatrix.py:546(MutableRepMatrix)
        2    0.000    0.000    0.000    0.000 convert_frame.py:93(__init__)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:93(LoggingTensorReentrant)
        2    0.000    0.000    0.000    0.000 matexpr.py:81(__new__)
        1    0.000    0.000    0.000    0.000 overrides.py:357(get_default_nowrap_functions)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:152(SpeculationLog)
        3    0.000    0.000    1.426    0.475 allowed_functions.py:87(remove)
        1    0.000    0.000    0.000    0.000 rpn.py:15(RPNHead)
        1    0.000    0.000    0.000    0.000 functional.py:22(InterpolationMode)
        1    0.000    0.000    0.000    0.000 extension_dict.py:8(<module>)
        1    0.000    0.000    0.000    0.000 simple_registry.py:25(find)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:702(Swin_B_Weights)
        1    0.000    0.000    0.000    0.000 vgg.py:35(VGG)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:215(ShuffleNet_V2_X1_0_Weights)
        1    0.000    0.000    0.000    0.000 ecm.py:17(Point)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1140(MeijerShiftC)
        1    0.000    0.000    0.000    0.000 _translation_metadata.py:15(TranslationMetadata)
        1    0.000    0.000    0.000    0.000 request.py:1701(URLopener)
       13    0.000    0.000    0.000    0.000 decoder.py:174(_SimpleDecoder)
        4    0.000    0.000    0.000    0.000 _config_module.py:26(ConfigModuleInstance)
        1    0.000    0.000    0.000    0.000 well_known_types.py:78(Timestamp)
        1    0.000    0.000    0.000    0.000 squeezenet.py:36(SqueezeNet)
        1    0.000    0.000    0.000    0.000 _stack_frame.py:12(StackFrame)
        1    0.000    0.000    0.000    0.000 efficientnet.py:511(EfficientNet_B2_Weights)
        1    0.000    0.000    0.000    0.000 compiled_autograd.py:34(AutogradCompilerInstance)
        1    0.000    0.000    0.000    0.000 jit_utils.py:23(GraphContext)
        1    0.000    0.000    0.026    0.026 _spfun_stats.py:32(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:991(RuntimeAssert)
        1    0.000    0.000    0.277    0.277 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resnet.py:334(ResNet34_Weights)
        1    0.000    0.000    0.000    0.000 functions.py:138(NoShapeError)
        1    0.000    0.000    0.000    0.000 kdtree.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:104(FracField)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:315(ShiftedWindowAttentionV2)
        2    0.000    0.000    0.000    0.000 cache.py:190(LazyFunction)
        1    0.000    0.000    0.000    0.000 inception.py:320(InceptionE)
        1    0.000    0.000    0.000    0.000 hadamard.py:41(HadamardProduct)
        1    0.000    0.000    0.000    0.000 cpp_message.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _web_response.py:15(WebResponse)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:25(BlockMatrix)
        1    0.000    0.000    0.000    0.000 lsun.py:14(LSUNClass)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:237(ShuffleNet_V2_X1_5_Weights)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:170(ShuffleNet_V2_X1_5_QuantizedWeights)
        1    0.000    0.000    0.000    0.000 relational.py:62(Relational)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 special.py:213(OneMatrix)
        1    0.000    0.000    0.000    0.000 lsun.py:56(LSUN)
        1    0.000    0.000    0.000    0.000 roi_heads.py:492(RoIHeads)
        1    0.000    0.000    0.000    0.000 resnet.py:44(Conv2Plus1D)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:262(ShuffleNet_V2_X2_0_Weights)
        5    0.000    0.000    0.000    0.000 symbolic_opset9.py:2181(wrap_logical_op_with_negation)
        1    0.000    0.000    0.000    0.000 __init__.py:39(onnx_opset_version)
        1    0.000    0.000    0.000    0.000 efficientnet.py:607(EfficientNet_B6_Weights)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:683(Max)
        1    0.000    0.000    0.008    0.008 polyoptions.py:392(Domain)
        1    0.000    0.000    0.000    0.000 tableform.py:9(TableForm)
        1    0.000    0.000    0.000    0.000 dtd.py:11(DTD)
        1    0.000    0.000    0.000    0.000 expr.py:231(__pow__)
        1    0.000    0.000    0.000    0.000 _version_control_details.py:15(VersionControlDetails)
        8    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 rational.py:24(mpq)
        1    0.000    0.000    0.000    0.000 densenet.py:307(DenseNet169_Weights)
        1    0.000    0.000    0.000    0.000 indexed.py:362(IndexedBase)
        1    0.000    0.000    0.000    0.000 request.py:2146(FancyURLopener)
        1    0.000    0.000    0.000    0.000 resnet.py:59(BasicBlock)
        1    0.000    0.000    0.000    0.000 field_mask.py:8(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:1314(decorate_callable)
        1    0.000    0.000    0.000    0.000 caltech.py:11(Caltech101)
        1    0.000    0.000    0.000    0.000 transforms.py:1295(RandomRotation)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:752(Swin_V2_S_Weights)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:399(CondHigherOrderVariable)
        3    0.000    0.000    0.000    0.000 core.py:104(do_one)
        1    0.000    0.000    0.000    0.000 weakref.py:147(__contains__)
        1    0.000    0.000    0.000    0.000 field_mask.py:163(_FieldMaskTree)
        1    0.000    0.000    0.000    0.000 output_graph.py:1472(SubgraphTracer)
        1    0.000    0.000    0.000    0.000 fields.py:286(FracElement)
        1    0.000    0.000    0.000    0.000 _stereo_matching.py:1058(InStereo2k)
        2    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        1    0.000    0.000    0.000    0.000 sets.py:10(MatrixSet)
        1    0.000    0.000    0.000    0.000 maxvit.py:140(RelativePositionalMultiHeadAttention)
        1    0.000    0.000    0.000    0.000 mnasnet.py:242(MNASNet0_75_Weights)
        1    0.000    0.000    0.000    0.000 _stereo_matching.py:375(Middlebury2014Stereo)
        2    0.000    0.000    0.000    0.000 _mangling.py:44(is_mangled)
        1    0.000    0.000    0.000    0.000 ellipse.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 mvit.py:27(MSBlockConfig)
        1    0.000    0.000    0.000    0.000 _utils.py:227(BoxLinearCoder)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:20(EnumTypeWrapper)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:3552(_unsupported_dropout)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1211(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 efficientnet.py:583(EfficientNet_B5_Weights)
        6    0.000    0.000    0.004    0.001 _threadsafety.py:41(decorate)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:865(loggamma)
       18    0.000    0.000    0.000    0.000 dataclasses.py:521(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
       31    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:710(RelaxedUnspecConstraint)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:192(ShuffleNet_V2_X2_0_QuantizedWeights)
        1    0.000    0.000    0.000    0.000 moving_mnist.py:10(MovingMNIST)
        1    0.000    0.000    0.000    0.000 fancysets.py:73(Naturals)
        1    0.000    0.000    0.000    0.000 serialization.py:49(__init__)
       15    0.000    0.000    0.000    0.000 pretty_symbology.py:236(<lambda>)
       15    0.000    0.000    0.000    0.000 _internal.py:108(is_off_by_default)
        1    0.000    0.000    0.000    0.000 ssdlite.py:116(SSDLiteFeatureExtractorMobileNet)
        1    0.000    0.000    0.000    0.000 relational.py:542(Equality)
        1    0.000    0.000    0.000    0.000 boolalg.py:455(BooleanFunction)
        1    0.000    0.000    0.000    0.000 cnf.py:77(OR)
        4    0.000    0.000    0.000    0.000 ctx_iv.py:43(__new__)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:399(FasterRCNN_ResNet50_FPN_V2_Weights)
        1    0.000    0.000    0.000    0.000 efficientnet.py:631(EfficientNet_B7_Weights)
        1    0.000    0.000    0.005    0.005 _threadsafety.py:1(<module>)
       32    0.000    0.000    0.000    0.000 decorators.py:184(sympify_return)
        1    0.000    0.000    0.000    0.000 argparse.py:1265(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 binrel.py:15(BinaryRelation)
        7    0.000    0.000    0.000    0.000 _ops.py:100(py_impl)
        1    0.000    0.000    0.000    0.000 exprtools.py:805(Term)
        2    0.000    0.000    0.000    0.000 __init__.py:198(__getattr__)
        1    0.000    0.000    0.000    0.000 error_functions.py:1809(Si)
       10    0.000    0.000    0.000    0.000 symbol.py:784(<listcomp>)
        1    0.000    0.000    0.000    0.000 resume_execution.py:33(ReenterWith)
        1    0.000    0.000    0.000    0.000 efficientnet.py:46(_MBConvConfig)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:222(InstructionTranslatorGraphState)
        2    0.000    0.000    0.001    0.001 _funcs.py:18(_public_functions)
        1    0.000    0.000    0.000    0.000 _notification.py:18(Notification)
        1    0.000    0.000    0.000    0.000 torch_function.py:119(TensorWithTFOverrideVariable)
        1    0.000    0.000    0.000    0.000 jscode.py:46(JavascriptCodePrinter)
        1    0.000    0.000    0.000    0.000 simpledomain.py:1(<module>)
        1    0.000    0.000    0.208    0.208 api_implementation.py:41(_CanImport)
        1    0.000    0.000    0.000    0.000 resume_execution.py:279(ResumeFunctionMetadata)
        2    0.000    0.000    0.000    0.000 device_interface.py:21(__new__)
        1    0.000    0.000    0.000    0.000 vision_transformer.py:160(VisionTransformer)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:188(elliptic_e)
        1    0.000    0.000    0.000    0.000 polyoptions.py:266(Gens)
        1    0.000    0.000    0.000    0.000 vision_transformer.py:430(ViT_B_32_Weights)
        1    0.000    0.000    0.000    0.000 diophantine.py:1213(<setcomp>)
        1    0.000    0.000    0.000    0.000 retinanet.py:701(RetinaNet_ResNet50_FPN_V2_Weights)
        1    0.000    0.000    0.005    0.005 dicts.py:790(PythonSysModulesVariable)
        1    0.000    0.000    0.000    0.000 expr_with_intlimits.py:13(ExprWithIntLimits)
        1    0.000    0.000    0.000    0.000 codeprinter.py:18(requires)
        1    0.000    0.000    0.000    0.000 _result_provenance.py:15(ResultProvenance)
        1    0.000    0.000    0.000    0.000 numerictypes.py:510(<lambda>)
        1    0.000    0.000    0.000    0.000 numbers.py:3310(NaN)
        1    0.000    0.000    0.040    0.040 mutable_ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dicts.py:305(SetElement)
        1    0.000    0.000    0.000    0.000 inception.py:41(QuantizableInceptionA)
        4    0.000    0.000    0.000    0.000 timeutils.py:53(timethis)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:368(__new__)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fancysets.py:239(Reals)
       24    0.000    0.000    0.000    0.000 sympify.py:74(<genexpr>)
        1    0.000    0.000    0.000    0.000 convnext.py:69(CNBlockConfig)
        1    0.000    0.000    0.000    0.000 series.py:1289(LineOver1DRangeSeries)
        1    0.000    0.000    0.000    0.000 side_effects.py:24(MutableSideEffects)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_relationship.py:16(ReportingDescriptorRelationship)
        1    0.000    0.000    0.000    0.000 distributed.py:132(DeviceMeshVariable)
        1    0.000    0.000    0.000    0.000 registration.py:202(SymbolicRegistry)
        1    0.000    0.000    0.000    0.000 pcam.py:10(PCAM)
        1    0.000    0.000    0.000    0.000 modules.py:286(FreeModule)
        1    0.000    0.000    0.000    0.000 autoaugment.py:93(AutoAugmentPolicy)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:777(Swin_V2_B_Weights)
        1    0.000    0.000    0.000    0.000 efficientnet.py:685(EfficientNet_V2_M_Weights)
        1    0.000    0.000    0.000    0.000 nested_tensor.py:257(ViewBufferFromNested)
        1    0.000    0.000    0.000    0.000 _utils.py:314(Matcher)
        1    0.000    0.000    0.000    0.000 _dtypes.py:181(<dictcomp>)
        7    0.000    0.000    0.000    0.000 symbolic_helper.py:1068(_interpolate_helper)
        1    0.000    0.000    0.051    0.051 <frozen importlib._bootstrap_external>:1080(_cache_bytecode)
        1    0.000    0.000    0.038    0.038 timeutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mnasnet.py:288(MNASNet1_3_Weights)
        1    0.000    0.000    0.000    0.000 subspaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1874(numpy_to_tensor_wrapper)
        1    0.000    0.000    0.000    0.000 vgg.py:266(VGG19_Weights)
        1    0.000    0.000    0.000    0.000 builder.py:1577(TrackedFake)
        6    0.000    0.000    0.000    0.000 libmpf.py:653(mpf_pos)
        1    0.000    0.000    0.000    0.000 _infra.py:233(<setcomp>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 gammazeta.py:394(bernoulli_size)
        1    0.000    0.000    0.000    0.000 rotation.py:5(<module>)
        1    0.000    0.000    0.000    0.000 eval_frame.py:341(__init__)
        1    0.000    0.000    0.000    0.000 stringpict.py:22(stringPict)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:340(MobileNet_V3_Small_Weights)
        1    0.000    0.000    0.000    0.000 fcn.py:81(FCN_ResNet101_Weights)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:381(MaskRCNN_ResNet50_FPN_V2_Weights)
        1    0.000    0.000    0.000    0.000 squeezenet.py:145(SqueezeNet1_1_Weights)
        1    0.000    0.000    0.000    0.000 make_functional.py:254(FunctionalModuleWithBuffers)
        1    0.000    0.000    0.000    0.000 _rectangle.py:12(Rectangle)
        1    0.000    0.000    0.000    0.000 convnext.py:90(ConvNeXt)
        1    0.000    0.000    0.000    0.000 convnext.py:269(ConvNeXt_Large_Weights)
        1    0.000    0.000    0.000    0.000 bessel.py:1289(AiryBase)
        1    0.000    0.000    0.000    0.000 polyoptions.py:74(Options)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:133(<dictcomp>)
        1    0.000    0.000    0.000    0.000 resnet.py:362(R2Plus1D_18_Weights)
        1    0.000    0.000    0.000    0.000 replay_record.py:12(ModuleRecord)
        1    0.000    0.000    0.000    0.000 descriptor.py:898(EnumValueDescriptor)
        1    0.000    0.000    0.000    0.000 resnet.py:342(MC3_18_Weights)
        1    0.000    0.000    0.000    0.000 source.py:175(TensorProperty)
        1    0.000    0.000    0.000    0.000 nn_module.py:622(UnspecializedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 domainelement.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:66(has_deadlock)
        1    0.000    0.000    0.000    0.000 vision_transformer.py:536(ViT_L_32_Weights)
        1    0.000    0.000    0.000    0.000 decomp.py:5(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:435(MessageMap)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:441(FasterRCNN_MobileNet_V3_Large_320_FPN_Weights)
        2    0.000    0.000    0.000    0.000 libmpf.py:884(python_mpf_mul)
        1    0.000    0.000    0.000    0.000 vgg.py:157(VGG13_Weights)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:97(LoggingTensorHandler)
        1    0.000    0.000    0.000    0.000 _multiformat_message_string.py:12(MultiformatMessageString)
        1    0.000    0.000    0.000    0.000 complexes.py:878(transpose)
        1    0.000    0.000    0.000    0.000 dicts.py:483(DataClassVariable)
        1    0.000    0.000    0.000    0.000 mvit.py:634(MViT_V2_S_Weights)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:420(FasterRCNN_MobileNet_V3_Large_FPN_Weights)
        6    0.000    0.000    0.003    0.000 torch_version.py:26(_convert_to_version)
        1    0.000    0.000    0.000    0.000 _suppression.py:12(Suppression)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
       11    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 distributed.py:82(PlacementVariable)
        1    0.000    0.000    0.006    0.006 gmpy.py:109(_get_flint)
        1    0.000    0.000    0.000    0.000 _csc.py:16(csc_matrix)
        1    0.000    0.000    0.000    0.000 autoaugment.py:287(RandAugment)
        2    0.000    0.000    0.000    0.000 conflict.py:34(super_signature)
        1    0.000    0.000    0.000    0.000 ImageFont.py:198(FreeTypeFont)
        1    0.000    0.000    0.000    0.000 svhn.py:11(SVHN)
        1    0.000    0.000    0.000    0.000 mvit.py:424(MViT)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:359(_mpc)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 enum.py:44(_make_class_unpicklable)
       21    0.000    0.000    0.000    0.000 boolalg.py:452(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:1915(numpy_operator_wrapper)
        1    0.000    0.000    0.000    0.000 _exception.py:16(Exception)
        1    0.000    0.000    0.000    0.000 _location_relationship.py:12(LocationRelationship)
        1    0.000    0.000    0.000    0.000 _reporting_configuration.py:12(ReportingConfiguration)
        1    0.000    0.000    0.000    0.000 polyutils.py:186(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:244(Normalize)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:910(get_class_name_lineno)
        1    0.000    0.000    0.000    0.000 diophantine.py:40(DiophantineSolutionSet)
        1    0.000    0.000    0.000    0.000 single.py:294(SinglePatternODESolver)
        5    0.000    0.000    0.000    0.000 assume.py:305(__new__)
        1    0.000    0.000    0.000    0.000 source.py:259(DefaultsSource)
        1    0.000    0.000    0.000    0.000 nested_tensor.py:279(ViewNestedFromBuffer)
        1    0.000    0.000    0.000    0.000 misc.py:308(Permute)
        1    0.000    0.000    0.000    0.000 sputils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 widerface.py:12(WIDERFace)
        1    0.000    0.000    0.000    0.000 _message.py:12(Message)
        5    0.000    0.000    0.000    0.000 __init__.py:71(__getattr__)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1572(ReciprocalTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mobilenetv2.py:67(MobileNetV2)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1255(multigamma)
        1    0.000    0.000    0.000    0.000 _location.py:19(Location)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:162(DeepLabV3_ResNet101_Weights)
        1    0.000    0.000    0.000    0.000 engine.py:323(TRTProfilerV1)
        1    0.000    0.000    0.000    0.000 lraspp.py:19(LRASPP)
        1    0.000    0.000    0.000    0.000 vgg.py:286(VGG19_BN_Weights)
        1    0.000    0.000    0.000    0.000 immutable.py:140(ImmutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 uuid.py:72(SafeUUID)
        1    0.000    0.000    0.000    0.000 single.py:1046(SecondNonlinearAutonomousConserved)
        3    0.000    0.000    0.000    0.000 ntheory.py:107(gcd)
        1    0.000    0.000    0.001    0.001 context.py:82(TorchRefsMode)
        1    0.000    0.000    0.000    0.000 modules.py:204(Module)
        1    0.000    0.000    0.000    0.000 multidimensional.py:1(<module>)
        8    0.000    0.000    0.000    0.000 functools.py:429(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 numbers.py:608(bell)
        1    0.000    0.000    0.000    0.000 _node.py:17(Node)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:393(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resnet.py:571(ResNeXt101_64X4D_Weights)
        1    0.000    0.000    0.000    0.000 feature_pyramid_network.py:36(FeaturePyramidNetwork)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:38(ivmpf)
        3    0.000    0.000    0.000    0.000 decoder.py:237(_ModifiedDecoder)
        1    0.000    0.000    0.000    0.000 timeutils.py:37(__do_timings)
        1    0.000    0.000    0.000    0.000 _rules.py:254(_FindOpschemaMatchedSymbolicFunction)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:4(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 containers.py:44(BaseContainer)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.000    0.000 _infra.py:13(Level)
        1    0.000    0.000    0.055    0.055 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 singularityfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subbyte.py:4(<module>)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:1714(kwargs)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:183(DeepLabV3_MobileNet_V3_Large_Weights)
        1    0.000    0.000    0.000    0.000 laplace.py:2199(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interface.py:690(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 lists.py:564(NamedTupleVariable)
        3    0.000    0.000    0.000    0.000 core.py:16(exhaust)
        1    0.000    0.000    0.000    0.000 line.py:2160(Ray2D)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 vision_transformer.py:32(ConvStemConfig)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:145(__neg__)
        4    0.000    0.000    0.000    0.000 bessel.py:385(c_memo)
        1    0.000    0.000    0.000    0.000 allowed_functions.py:484(add_module_init_func)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 extension_dict.py:40(_ExtensionDict)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 modules.py:840(Submodule)
        1    0.000    0.000    0.000    0.000 ordinals.py:5(OmegaPower)
        2    0.000    0.000    0.000    0.000 _sources.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 _fix.py:16(Fix)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:104(ShuffleNetV2)
        1    0.000    0.000    0.000    0.000 torch_function.py:40(<listcomp>)
        1    0.000    0.000    0.000    0.000 _run_automation_details.py:12(RunAutomationDetails)
        1    0.000    0.000    0.000    0.000 stanford_cars.py:10(StanfordCars)
        1    0.000    0.000    0.000    0.000 request.py:1262(AbstractHTTPHandler)
       15    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
       63    0.000    0.000    0.000    0.000 inspect.py:2547(annotation)
        1    0.000    0.000    0.000    0.000 matrixbase.py:5402(DeferredVector)
        1    0.000    0.000    0.000    0.000 containers.py:217(Dict)
        1    0.000    0.000    0.000    0.000 misc.py:994(TypingVariable)
        1    0.000    0.000    0.000    0.000 fancysets.py:1493(Complexes)
        1    0.000    0.000    0.000    0.000 quadrature.py:260(TanhSinh)
        3    0.000    0.000    0.001    0.000 <decorator-gen-7>:1(_held_figure)
        1    0.000    0.000    0.000    0.000 _interface.py:53(LinearOperator)
       18    0.000    0.000    0.000    0.000 _internal.py:890(<genexpr>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:115(orthopoly1d)
        1    0.000    0.000    0.000    0.000 maxvit.py:568(MaxVit)
        1    0.000    0.000    0.000    0.000 modules.py:44(Module)
        1    0.000    0.000    0.000    0.000 eurosat.py:8(EuroSAT)
        1    0.000    0.000    0.000    0.000 _api.py:20(Weights)
       29    0.000    0.000    0.000    0.000 singleton.py:167(<lambda>)
        1    0.000    0.000    0.000    0.000 orderings.py:242(_ItemGetter)
        2    0.000    0.000    0.000    0.000 dispatcher.py:46(ambiguity_register_error_ignore_dup)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 sets.py:1784(EmptySet)
        1    0.000    0.000    0.000    0.000 delta_functions.py:393(Heaviside)
        1    0.000    0.000    0.000    0.000 hyper.py:90(hyper)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:508(SwinTransformer)
        1    0.000    0.000    0.000    0.000 transforms.py:689(RandomHorizontalFlip)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:872(_resolve_name)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 food101.py:11(Food101)
        1    0.000    0.000    0.000    0.000 resnet.py:25(Conv3DSimple)
        1    0.000    0.000    0.000    0.000 video_utils.py:47(_VideoTimestampsDataset)
        1    0.000    0.000    0.000    0.000 client.py:1430(HTTPException)
        1    0.000    0.000    0.000    0.000 raft.py:434(RAFT)
        4    0.000    0.000    0.000    0.000 numbers.py:2838(__neg__)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2029(InverseTrigonometricFunction)
        1    0.000    0.000    1.424    1.424 allowed_functions.py:415(_allowed_function_ids)
        1    0.000    0.000    0.000    0.000 sun397.py:10(SUN397)
        1    0.000    0.000    0.000    0.000 conditionset.py:19(ConditionSet)
        1    0.000    0.000    0.000    0.000 polyoptions.py:16(Option)
        1    0.000    0.000    0.000    0.000 _ops.py:798(__init__)
        1    0.000    0.000    0.000    0.000 efficientnet.py:232(EfficientNet)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:628(WithExitFunctionVariable)
        1    0.000    0.000    0.000    0.000 pycode.py:636(<listcomp>)
